id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,2.82,3.89,1.17,75.98,3.75,0.48,9.26,2.23,0.19,0.24,166,229,69,4472,221,28,545,131,11,14,67.87,8978,6093,1.46,0.03,1.9,89,2,116
SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,3.31,5.19,3.77,63.98,5.77,0.83,13.1,3.39,0.26,0.4,1751,2749,1994,33871,3053,442,6933,1795,139,210,74.95,74689,55981,3.04,0.06,2.34,1700,33,1311
SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,2.33,4.51,3.3,63.2,5.61,0.61,16.87,3.12,0.2,0.25,1450,2803,2054,39295,3487,378,10487,1938,126,158,75.47,85527,64549,1.74,0.09,1.84,1124,59,1190
SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,1.69,6.3,2.05,77.74,2.8,0.83,6.01,2.07,0.22,0.28,148,553,180,6819,246,73,527,182,19,25,61.5,14736,9063,1.6,0.08,1.53,145,7,139
SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,1.55,3.72,2.46,69.08,4.51,0.6,16.3,1.24,0.14,0.41,65,156,103,2895,189,25,683,52,6,17,72.55,5950,4317,1.41,0.02,1.48,61,1,64
SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,1.92,4.6,2.2,69.96,3.51,0.31,15.05,1.9,0.13,0.44,88,211,101,3211,161,14,691,87,6,20,72.02,6652,4791,2.94,0.1,1.15,141,5,55
SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,1.74,3.3,2.48,74.14,2.43,0.64,12.88,1.79,0.23,0.37,38,72,54,1617,53,14,281,39,5,8,70.56,3189,2250,1.73,0,1.33,39,0,30
SANTA FE_BELGRANO,"Belgrano, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,8.33,24.75,1.03,32.26,20.77,0.37,8.98,3.39,0.14,0,2210,6568,273,8563,5513,97,2383,899,36,0,78.28,34994,27395,2.58,0,0.53,707,1,145
SANTA FE_CASEROS,"Caseros, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,8.51,26.51,1.46,27.5,23.16,0.86,7.74,4.03,0.23,0,4330,13497,744,13999,11788,438,3941,2053,116,0,78.22,67183,52550,2.08,0.05,1,1093,28,523
SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,5.72,32.23,1.1,35.65,13.89,0.41,7.2,3.57,0.22,0.01,5477,30841,1050,34119,13295,389,6889,3416,206,14,76.86,129009,99162,1.79,0.16,1.54,1779,159,1528
SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,6.81,29.12,1.2,39.27,12.06,0.55,7.87,2.97,0.13,0.02,3606,15410,635,20779,6381,292,4166,1571,69,10,79.06,69561,54995,1.54,1.08,1.15,846,596,634
SANTA FE_GARAY,"Garay, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,2.17,27.51,0.68,51.69,7.77,0.23,7.64,1.8,0.28,0.24,244,3096,76,5818,875,26,860,203,31,27,73.77,15682,11569,1.59,0,1.12,184,0,129
SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,12.88,24.59,0.89,33.63,15.62,0.41,8.73,3.07,0.15,0.03,14127,26965,981,36882,17128,445,9572,3370,167,35,75,150259,112694,1.48,0.26,0.94,1671,291,1060
SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,2.28,20.08,0.43,45,13.26,0.3,15.95,2.31,0.21,0.17,2061,18182,391,40748,12008,273,14441,2096,193,150,73.67,126957,93530,1.73,0.03,1.44,1617,26,1344
SANTA FE_IRIONDO,"Iriondo, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,5.93,29.8,1.3,38.18,13.89,0.63,6.67,3.37,0.22,0.02,2326,11693,512,14980,5450,246,2616,1321,86,6,76.84,52753,40538,2.48,0.01,0.72,1005,6,291
SANTA FE_LA CAPITAL,"La Capital, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,3.57,35.55,1.41,38.11,9.85,0.81,5.93,4.17,0.26,0.33,7107,70769,2812,75862,19616,1611,11799,8301,527,663,71.85,288213,207080,1.31,0.74,1.81,2720,1537,3756
SANTA FE_LA CAPITAL CAMP.,"La Capital Camp., Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,3.91,35.18,1.21,39.22,10.78,0.45,5.31,3.35,0.25,0.35,2834,25508,877,28432,7814,325,3847,2429,178,256,74.33,100797,74923,1.33,0.11,1.8,993,80,1350
SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",ALIANZA FRENTE AMPLIO PROGRESISTA,5.23,35.95,0.88,28.85,16.44,0.38,8.13,3.7,0.22,0.21,3104,21321,524,17111,9753,223,4823,2192,129,127,79.72,77516,61794,2.4,0.32,1.3,1486,195,806
SANTA FE_9 DE JULIO,"Nueve De Julio, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,2.79,20.33,0.33,50.41,13.53,0.33,8.8,2.94,0.36,0.18,413,3008,49,7460,2002,49,1302,435,54,26,68.41,22209,15193,1.36,0.06,1.18,206,9,180
SANTA FE_ROSARIO,"Rosario, Santa Fe",ALIANZA FRENTE AMPLIO PROGRESISTA,4.31,47.59,2.43,20.76,12.72,1.63,5.24,5.14,0.16,0.04,6470,71493,3651,31184,19106,2444,7867,7721,244,55,73.8,209315,154469,1.2,0.38,1.16,1858,583,1793
SANTA FE_ROSARIO BARR.,"Rosario Barr., Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,5.61,37.24,1.74,40.59,7.47,0.97,3.07,2.96,0.24,0.11,20525,136198,6365,148450,27301,3551,11231,10822,868,390,73.17,520925,381139,1.53,0.53,1.99,5816,2039,7583
SANTA FE_ROSARIO CAMP.,"Rosario Camp., Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,6,30.17,1.22,46.18,8.95,0.65,4.02,2.47,0.22,0.13,8642,43483,1755,66573,12901,941,5790,3566,310,189,76.83,194061,149092,1.65,0.32,1.34,2465,472,2005
SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,3.62,20.84,0.75,43.01,13.2,0.26,15.37,2.31,0.3,0.33,1357,7811,281,16121,4947,99,5761,867,112,122,73.48,52458,38547,1.44,0.42,0.91,557,162,350
SANTA FE_SAN JAVIER,"San Javier, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,2.06,21.12,0.48,51.21,10.57,0.27,11.6,2.41,0.18,0.09,334,3419,78,8289,1711,43,1878,390,29,15,73.46,22679,16660,1.63,0.01,1.2,272,2,200
SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,4.4,31.86,0.85,41.5,11.25,0.31,6.77,2.67,0.17,0.22,2030,14700,393,19151,5192,141,3123,1231,79,102,77.25,61760,47709,1.86,0.23,1.19,889,112,566
SANTA FE_SAN JUSTO,"San Justo, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,3.71,28.43,0.79,35.77,16.35,0.33,10.8,3.44,0.17,0.22,870,6672,185,8395,3836,77,2534,808,40,51,75.16,32297,24276,2.17,0.07,1.09,527,17,264
SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,5.88,32.45,1.78,41.45,9.57,0.62,5.12,2.95,0.18,0,5523,30458,1668,38903,8978,579,4801,2769,173,1,78.46,123326,96757,1.59,0.08,1.34,1537,73,1294
SANTA FE_SAN MARTIN,"San Martin, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,7.11,29.08,1.19,33.24,16.02,0.43,8.65,3.62,0.23,0.42,2680,10960,447,12526,6036,162,3261,1366,87,160,78.29,49727,38931,1.91,0.03,1.26,742,12,492
SANTA FE_VERA,"Vera, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,2.26,21.57,0.53,50.63,12.34,0.18,9.89,2.22,0.16,0.23,572,5470,134,12841,3129,45,2509,564,41,59,67.49,38603,26053,1.55,0.05,1.04,405,13,271
SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.63,1.14,0.22,63.61,5.19,0.02,28.64,0.41,0.05,0.07,26,47,9,2612,213,1,1176,17,2,3,69.26,5992,4150,0.6,0.05,0.41,25,2,17
SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.41,0.35,0.28,89.64,2.16,0.04,6.25,0.51,0.1,0.25,28,24,19,6098,147,3,425,35,7,17,66.48,10327,6865,0.7,0,0.2,48,0,14
SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.54,0.45,0.31,93.25,2.88,0,1.98,0.36,0.09,0.14,30,25,17,5180,160,0,110,20,5,8,67.65,8274,5597,0.45,0.04,0.27,25,2,15
SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.74,1.53,0.36,85.99,4.64,0.22,5.02,0.57,0.08,0.85,72,150,35,8418,454,22,491,56,8,83,67.5,14682,9910,0.94,0.04,0.24,93,4,24
SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,1.89,2.14,1.3,82.17,4.84,0.42,5.82,1.05,0.14,0.23,1264,1434,871,54970,3241,280,3892,701,93,151,71.28,95905,68363,1.03,0.43,0.69,701,293,472
SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,1.78,3.53,0.15,60.03,18.44,0.13,14.21,1.1,0.4,0.22,81,160,7,2724,837,6,645,50,18,10,77.9,5914,4607,1.13,0,0.37,52,0,17
SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,2.68,4.3,1.7,71.58,8.47,0.52,8.58,1.65,0.17,0.34,3607,5778,2291,96245,11394,705,11543,2212,228,456,72.7,188918,137334,1.01,0.26,0.82,1389,359,1127
SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,1.84,2.72,0.74,81.64,5.02,0.23,6.23,1.17,0.2,0.21,317,469,127,14053,865,39,1072,202,34,36,69.23,25375,17568,1.25,0.07,0.7,219,12,123
SANTIAGO DEL ESTERO_COPO,"Copo, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.59,0.57,0.29,90.7,3.16,0.06,3.53,0.7,0.05,0.34,68,66,33,10422,363,7,406,80,6,39,64.35,18154,11682,1.32,0.05,0.27,154,6,32
SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.35,0.35,0.28,92.02,3.87,0.17,2.04,0.54,0.08,0.31,23,23,18,5993,252,11,133,35,5,20,54.11,12191,6596,0.88,0.12,0.26,58,8,17
SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.95,0.61,0.32,90.8,2.87,0.32,3.45,0.29,0.13,0.26,36,23,12,3445,109,12,131,11,5,10,70.63,5451,3850,1.06,0.13,0.26,41,5,10
SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.68,0.7,0.43,90.02,5.38,0.12,1.41,0.84,0.06,0.37,46,47,29,6086,364,8,95,57,4,25,71.7,9562,6856,1.17,0.01,0.2,80,1,14
SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,1.24,1.25,0.46,85.92,4.29,0.18,5.29,0.97,0.12,0.29,117,118,43,8089,404,17,498,91,11,27,68.18,14024,9561,1.28,0,0.25,122,0,24
SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Matara, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.57,0.65,0.31,89.07,5.1,0.08,3.33,0.49,0.12,0.28,37,42,20,5775,331,5,216,32,8,18,64.4,10226,6586,1.23,0.05,0.27,81,3,18
SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.79,1.31,0.26,73.75,3.81,0,18.77,0.92,0.26,0.13,6,10,2,562,29,0,143,7,2,1,63.07,1251,789,2.66,0.25,0.51,21,2,4
SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.84,0.97,0.35,85.16,5.47,0.11,5.39,0.78,0.14,0.79,116,133,48,11717,753,15,741,107,19,109,65.98,21181,13975,1.12,0.11,0.32,157,15,45
SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,2.05,2.17,0.36,80.8,5.07,0.43,7.96,0.83,0.09,0.23,153,162,27,6021,378,32,593,62,7,17,69.17,10955,7578,1.29,0.04,0.33,98,3,25
SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.58,0.79,0.25,88.05,4.86,0.18,3.86,0.54,0.11,0.78,49,67,21,7443,411,15,326,46,9,66,60.29,14218,8572,1.04,0.06,0.29,89,5,25
SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,1.34,1.59,0.59,79.02,9.91,0.15,6.37,0.46,0.23,0.34,64,76,28,3770,473,7,304,22,11,16,62.15,7784,4838,0.97,0.04,0.37,47,2,18
SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,1.17,1.17,0.63,86.57,5.27,0.16,3.95,0.8,0.07,0.21,307,308,166,22788,1388,42,1039,211,19,56,69.82,38336,26766,0.89,0.09,0.68,238,23,181
SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,1.89,5.31,0.25,53.82,22.09,0.15,14.92,1.31,0.15,0.11,52,146,7,1479,607,4,410,36,4,3,77.11,3596,2773,0.65,0.04,0.22,18,1,6
SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,1.84,1.19,0.55,84,6.04,0.18,4.87,0.9,0.1,0.31,379,244,114,17267,1242,38,1002,185,20,64,70.56,29567,20862,1.07,0.04,0.36,223,8,76
SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.8,0.93,0.13,90.77,3.03,0.53,2.78,0.62,0.09,0.33,36,42,6,4109,137,24,126,28,4,15,59.06,7767,4587,1.13,0.02,0.15,52,1,7
SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.59,0.44,0.44,91.04,3.04,0.17,2.89,0.86,0.15,0.37,24,18,18,3689,123,7,117,35,6,15,63.19,6515,4117,1.24,0.05,0.29,51,2,12
SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.62,0.62,0.22,89.82,5.6,0.06,1.73,0.67,0.17,0.5,11,11,4,1605,100,1,31,12,3,9,68.33,2649,1810,0.94,0,0.33,17,0,6
SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,0.67,0.48,0.46,89.88,3.61,0.12,3.93,0.55,0.05,0.24,28,20,19,3731,150,5,163,23,2,10,72.09,5858,4223,1.3,0.05,0.36,55,2,15
SANTIAGO DEL ESTERO_GENERAL TABOADA,"Taboada, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,1.19,1.91,0.36,84.08,5.68,0.15,5.33,0.94,0.12,0.24,220,354,66,15559,1051,28,986,174,22,45,69.32,27118,18797,1.24,0.02,0.29,233,4,55
TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",ALIANZA FRENTE POPULAR,31.76,5.41,0.68,10.81,42.57,2.03,4.05,2.7,0,0,47,8,1,16,63,3,6,4,0,0,104.49,156,163,3.68,0,5.52,6,0,9
TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",ALIANZA FRENTE PARA LA VICTORIA,6.11,5.49,1.72,66.62,6.43,0.44,9.91,2.73,0.23,0.32,2173,1953,613,23693,2287,156,3526,970,81,115,73.86,53249,39332,6.16,0.25,3.17,2423,97,1245
TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",ALIANZA FRENTE PARA LA VICTORIA,8.34,8.94,2.29,56.36,8.35,0.81,10.43,3.83,0.28,0.37,2468,2644,678,16675,2470,239,3086,1133,83,109,70.76,46534,32928,6.33,0.86,2.96,2083,284,976
TUCUMAN_JUAN BAUTISTA ALBERDI,"Alberdi, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.98,3.3,0.85,70.95,4.77,0.4,14.74,1.38,0.45,0.17,475,525,136,11294,759,64,2346,220,72,27,79.41,20533,16305,1.18,0.17,1.02,193,28,166
TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,1.51,2.18,0.56,83.06,4.9,0.26,6.24,0.88,0.24,0.18,325,470,120,17912,1057,56,1345,189,52,38,79.32,27877,22112,1.5,0.47,0.51,331,105,112
TUCUMAN_CAPITAL,"Capital, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,6.23,8.46,3,53.5,7.45,0.85,17.26,2.81,0.24,0.2,18960,25744,9117,162700,22661,2600,52489,8536,718,611,79.26,404417,320558,2.7,0.52,1.9,8642,1679,6101
TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,3.72,4.27,0.96,67.9,5.79,0.54,15.02,1.36,0.3,0.15,1659,1907,429,30322,2585,242,6705,608,132,66,81.83,56266,46041,1.61,0.31,1.09,742,142,502
TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,3.12,3.5,1.41,77.65,3.47,0.48,8.7,1.28,0.21,0.18,3075,3444,1393,76469,3419,471,8567,1263,203,178,82.31,124191,102219,2.1,0.43,1.12,2150,442,1145
TUCUMAN_FAMAILLA,"Famailla, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,3.06,3.77,1.23,73.41,4.65,0.48,11.71,1.3,0.2,0.2,546,672,219,13100,830,86,2089,232,35,36,79.19,23358,18498,1.91,0.65,0.97,353,121,179
TUCUMAN_GRANEROS,"Graneros, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,1.09,1.19,0.3,86.49,2.66,0.02,7.5,0.55,0.14,0.06,87,95,24,6919,213,2,600,44,11,5,80.11,10169,8146,1.3,0.11,0.38,106,9,31
TUCUMAN_LA COCHA,"La Cocha, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,1.82,3.11,0.65,75.88,5.32,0.25,11.73,1,0.14,0.1,174,297,62,7252,508,24,1121,96,13,10,81.74,12022,9827,1.68,0.09,0.98,165,9,96
TUCUMAN_LEALES,"Leales, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.16,2.48,0.87,80.29,3.38,0.36,9.26,0.82,0.2,0.17,686,790,276,25541,1076,116,2946,262,63,55,82.88,40369,33456,1.48,2.39,1.06,494,798,353
TUCUMAN_LULES,"Lules, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.72,4.53,1.92,71.65,4.39,0.31,13.03,1.14,0.19,0.11,856,1423,605,22528,1380,98,4097,360,61,34,81.84,39991,32729,2.39,0.27,1.27,782,90,415
TUCUMAN_MONTEROS,"Monteros, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.72,3.77,1.66,76.27,3.97,0.36,10.13,0.93,0.13,0.08,1005,1393,615,28216,1468,133,3746,345,48,28,84.22,45301,38154,1.51,0.8,0.72,576,306,275
TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.21,2.99,0.77,78.55,3.6,0.69,9.97,1,0.13,0.1,673,909,233,23903,1097,211,3033,304,40,29,83.18,37425,31130,1.37,0.18,0.7,425,56,217
TUCUMAN_SIMOCA,"Simoca, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,1.23,1.69,0.54,78.17,2.66,0.3,14.55,0.59,0.11,0.17,230,317,101,14663,498,56,2730,111,20,31,80.71,23955,19335,1.22,1.25,0.53,235,241,102
TUCUMAN_TAFI DEL VALLE,"Tafi Del Valle, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.82,3.57,1.1,76.27,3.71,0.42,9.58,1.4,0.7,0.43,240,304,94,6498,316,36,816,119,60,37,80.46,11000,8851,1.46,1.29,0.99,129,114,88
TUCUMAN_TAFI VIEJO,"Tafi Viejo, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,4.48,4.82,2.35,67.49,4.58,0.49,13.38,1.86,0.31,0.24,2778,2994,1459,41892,2842,302,8305,1156,193,148,83.29,78024,64985,2.39,0.54,1.56,1552,351,1013
TUCUMAN_TRANCAS,"Trancas, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.72,2.83,0.56,75.4,4.1,0.51,11.86,1.61,0.14,0.27,241,251,50,6683,363,45,1051,143,12,24,82.05,11145,9144,1.92,0.22,0.93,176,20,85
TUCUMAN_YERBA BUENA,"Yerba Buena, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,5.86,9.4,2.28,51.94,11.35,0.59,15.33,2.88,0.19,0.17,2489,3992,968,22049,4819,249,6506,1223,82,74,84.49,52223,44125,2.28,0.1,1.41,1006,44,624
