id,seccion,agrupacion_ganadora,CAMBIEMOS_perc,COMPROMISO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROGRESISTAS_perc,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MST - NUEVA IZQUIERDA_perc,PARTIDO POPULAR_perc,CAMBIEMOS_votos,COMPROMISO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROGRESISTAS_votos,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MST - NUEVA IZQUIERDA_votos,PARTIDO POPULAR_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
SAN JUAN_RIVADAVIA,"Rivadavia, San Juan",ALIANZA FRENTE PARA LA VICTORIA,19.2,4.68,0.94,43.74,0.66,1.8,28,0.29,0.11,0.41,0.17,9264,2259,456,21105,320,868,13510,140,51,199,82,78.1,66201,51706,5.39,0.17,1.11,2786,90,576
SAN JUAN_SAN MARTIN,"San Martin, San Juan",ALIANZA FRENTE PARA LA VICTORIA,6.51,3.3,0.37,72.62,0.88,0.36,15.28,0.3,0.12,0.16,0.1,436,221,25,4866,59,24,1024,20,8,11,7,86.49,8615,7451,5.65,4,0.42,421,298,31
SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",ALIANZA FRENTE PARA LA VICTORIA,15.68,5.84,0.63,45.27,0.33,1.36,30.24,0.12,0.1,0.31,0.11,4431,1649,177,12791,93,384,8545,35,29,87,32,79.14,39098,30942,5.55,2.16,0.99,1716,668,305
SAN JUAN_SARMIENTO,"Sarmiento, San Juan",ALIANZA FRENTE PARA LA VICTORIA,14.16,3.16,0.32,64.37,0.31,0.87,16.19,0.16,0.21,0.1,0.14,1756,392,40,7981,39,108,2007,20,26,13,17,80.26,16226,13023,3.5,0.42,0.87,456,55,113
SAN JUAN_ULLUM,"Ullum, San Juan",ALIANZA FRENTE PARA LA VICTORIA,6,0.66,0.09,79.08,0.06,3.36,10.52,0.21,0,0,0.03,200,22,3,2638,2,112,351,7,0,0,1,88.84,3872,3440,2.65,0.12,0.26,91,4,9
SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",ALIANZA FRENTE PARA LA VICTORIA,8.18,6.16,0.17,53.23,0.05,1.3,30.69,0.1,0.05,0.07,0,328,247,7,2135,2,52,1231,4,2,3,0,81.27,5116,4158,2.89,0.19,0.46,120,8,19
SAN JUAN_ZONDA,"Zonda, San Juan",ALIANZA FRENTE PARA LA VICTORIA,8.87,3.6,0.22,67.15,0.03,0.25,19.79,0.03,0,0.06,0,286,116,7,2165,1,8,638,1,0,2,0,83.35,3983,3320,1.99,0.21,0.69,66,7,23
SAN LUIS_AYACUCHO,"Ayacucho, San Luis",ALIANZA COMPROMISO FEDERAL,22.13,42.63,0.54,31.13,0.15,0.35,2.69,0.14,0,0.11,0.11,2309,4449,56,3249,16,37,281,15,0,12,12,72.04,15843,11414,7.56,0.23,0.78,863,26,89
SAN LUIS_BELGRANO,"Belgrano, San Luis",ALIANZA COMPROMISO FEDERAL,10.98,58.62,0.52,16.16,1.27,0.28,2.07,0.38,0,9.33,0.38,233,1244,11,343,27,6,44,8,0,198,8,76.84,2880,2213,3.66,0,0.45,81,0,10
SAN LUIS_CHACABUCO,"Chacabuco, San Luis",ALIANZA COMPROMISO FEDERAL,28.76,47.97,0.69,16.8,0.08,0.6,4.69,0.16,0,0.14,0.11,3442,5741,82,2011,9,72,561,19,0,17,13,77.78,17850,13884,12.81,0.1,0.89,1779,14,124
SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",ALIANZA COMPROMISO FEDERAL,26.62,59.1,0.77,8.63,0.15,0.32,3.92,0.23,0.03,0.07,0.16,1829,4060,53,593,10,22,269,16,2,5,11,79.61,9415,7495,7.63,0.07,0.64,572,5,48
SAN LUIS_JUNIN,"Junin, San Luis",ALIANZA COMPROMISO FEDERAL,31.53,38.83,1.47,18.59,0.28,1.87,6.56,0.42,0.02,0.29,0.15,5205,6411,242,3069,46,308,1083,70,3,48,25,74.38,24983,18582,9.59,0.26,1.3,1782,48,242
SAN LUIS_GENERAL PEDERNERA,"Pedernera, San Luis",ALIANZA COMPROMISO FEDERAL,30.18,42.46,1.31,13.93,0.26,1.8,8.43,0.58,0.12,0.68,0.25,19375,27262,842,8946,164,1157,5411,375,75,438,162,72.08,98302,70859,7.77,0.1,1.52,5509,68,1075
SAN LUIS_CORONEL PRINGLES,"Pringles, San Luis",ALIANZA COMPROMISO FEDERAL,22.36,59.71,0.71,11.72,0.15,0.6,4.09,0.49,0,0.12,0.05,1797,4799,57,942,12,48,329,39,0,10,4,78.28,11603,9083,10.24,0.18,1.1,930,16,100
SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Pueyrredon, San Luis",ALIANZA COMPROMISO FEDERAL,21.25,44.76,1.49,23.45,0.22,1.93,5.91,0.35,0.26,0.23,0.15,23618,49759,1657,26065,249,2142,6574,392,291,257,164,74.45,164776,122680,7.35,0.23,1.8,9014,285,2213
SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"San Martin, San Luis",ALIANZA COMPROMISO FEDERAL,6.09,68.68,0.3,22.19,0.07,0.07,2.12,0.11,0,0,0.37,164,1851,8,598,2,2,57,3,0,0,10,76.55,3927,3006,8.98,0.5,0.86,270,15,26
SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,21.22,0.82,2,56.02,0.6,0.89,17.14,0.53,0.11,0.36,0.3,1550,60,146,4091,44,65,1252,39,8,26,22,71.97,10461,7529,1.67,0.01,1.31,126,1,99
SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,21,1.52,5.01,44.14,0.68,1.51,24.13,0.7,0.32,0.64,0.34,13001,939,3102,27324,422,932,14937,435,196,397,213,72.9,89137,64977,2.31,0.15,2.28,1501,96,1482
SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,31.41,0.91,3.75,40.38,0.46,1.42,19.7,0.8,0.21,0.74,0.22,21873,636,2609,28117,320,991,13715,554,146,518,156,73.44,99457,73042,2.58,0.13,1.95,1886,96,1425
SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,19.93,0.73,3.28,55.68,0.53,2.75,14.94,0.78,0.31,0.66,0.39,2163,79,356,6044,58,299,1622,85,34,72,42,64.92,17267,11210,1.28,0.23,1.66,144,26,186
SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,21.9,1.12,6.09,50.63,0.47,2.07,16.65,0.4,0.31,0.25,0.11,1209,62,336,2795,26,114,919,22,17,14,6,67.18,8614,5787,1.95,0.09,2.57,113,5,149
SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,26.58,0.87,3.34,44.18,0.35,1.54,21.39,0.66,0.24,0.44,0.42,1522,50,191,2530,20,88,1225,38,14,25,24,68.78,8614,5925,1.45,0.03,1.86,86,2,110
SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,19.21,1.27,4.65,61.95,0.45,1.23,10.28,0.34,0.3,0.11,0.22,516,34,125,1664,12,33,276,9,8,3,6,70.38,3973,2796,2.18,0.04,1.72,61,1,48
SANTA FE_BELGRANO,"Belgrano, Santa Fe",ALIANZA CAMBIEMOS,37.43,2.94,1.18,28.36,0.32,5.07,23.87,0.25,0.12,0.22,0.22,8987,706,284,6808,77,1217,5731,61,30,54,53,67.3,37827,25459,5.09,0,0.61,1296,0,155
SANTA FE_CASEROS,"Caseros, Santa Fe",ALIANZA CAMBIEMOS,38.33,4.05,1.92,22.93,0.83,5.78,25.23,0.39,0,0.22,0.31,17666,1868,887,10569,382,2663,11627,178,0,100,145,68.94,71026,48965,4.5,0,1.38,2204,0,676
SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",ALIANZA CAMBIEMOS,39.62,2.32,1.47,26.31,0.19,5.33,23.84,0.33,0.15,0.18,0.25,35928,2108,1335,23859,176,4837,21623,299,132,165,225,66.96,143725,96238,4.05,0.03,1.69,3897,27,1627
SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,29.94,3.25,1.93,35.53,0.46,5.12,22.81,0.36,0.11,0.27,0.23,14780,1602,951,17537,227,2528,11259,177,56,134,112,71.98,73536,52932,4.96,0.02,1.77,2624,10,935
SANTA FE_GARAY,"Garay, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,27.25,1.79,0.64,47.87,0.23,3.44,17.45,0.54,0.23,0.28,0.28,3019,198,71,5304,25,381,1933,60,26,31,31,67.6,17986,12158,6.98,0,1.89,849,0,230
SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",ALIANZA CAMBIEMOS,36.38,6.02,1.35,28.4,0.32,4.61,21.93,0.34,0,0.34,0.33,37438,6192,1393,29219,326,4740,22563,345,0,346,336,66.84,162428,108572,4.01,0.02,1.19,4355,26,1293
SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,34.28,1.57,1.01,41.36,0.22,2.97,17.15,0.4,0.16,0.24,0.62,31024,1421,917,37429,201,2686,15520,363,146,221,565,69.18,141038,97566,5.3,0.03,1.92,5168,34,1871
SANTA FE_IRIONDO,"Iriondo, Santa Fe",ALIANZA CAMBIEMOS,32.74,3.05,1.71,31.78,0.49,5.6,23.55,0.4,0.18,0.24,0.25,12048,1124,629,11693,180,2062,8667,148,65,89,92,69.06,57200,39501,5.61,0,1.23,2216,1,487
SANTA FE_LA CAPITAL,"La Capital, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,29.84,2.14,2.29,34.84,0.49,7.06,22.02,0.4,0.19,0.4,0.34,80441,5759,6175,93904,1320,19039,59344,1073,503,1078,924,68.34,427886,292413,5.08,0.06,2.68,14856,174,7823
SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",ALIANZA CAMBIEMOS,41.61,3.3,1.3,23.71,0.19,4.44,24.17,0.5,0.15,0.22,0.41,23717,1882,739,13515,109,2533,13775,287,83,124,236,73.23,85119,62331,6.77,0,1.78,4218,1,1112
SANTA FE_9 DE JULIO,"Nueve De Julio, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,34.74,1.78,0.67,39.06,0.28,4,17.12,0.74,0.23,0.26,1.11,5251,269,102,5904,43,604,2587,112,35,40,168,65.39,24760,16190,4.98,0.01,1.65,807,1,267
SANTA FE_ROSARIO,"Rosario, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,29.15,2.98,3.23,32.77,0.72,7.74,22.14,0.37,0.15,0.51,0.25,177743,18190,19697,199832,4369,47216,134996,2266,892,3112,1525,64.96,1021472,663538,5.39,0.06,2.64,35732,430,17538
SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,35.92,1.94,0.89,36.44,0.19,3.91,19.66,0.38,0.22,0.13,0.34,12138,654,301,12313,64,1320,6644,127,73,44,116,64.48,56592,36488,6.01,0.01,1.36,2194,4,496
SANTA FE_SAN JAVIER,"San Javier, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,30.74,1.59,0.74,47.05,0.43,3.83,14.53,0.36,0.21,0.21,0.3,4479,232,108,6855,62,558,2117,52,31,31,44,61.53,26017,16008,7.3,0,1.69,1168,0,271
SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,31.82,2.28,1.33,36.05,0.32,5.12,22.13,0.33,0.19,0.19,0.25,13179,943,551,14935,132,2119,9167,136,79,80,102,66.54,67202,44717,5.86,0,1.51,2620,0,674
SANTA FE_SAN JUSTO,"San Justo, Santa Fe",ALIANZA CAMBIEMOS,35.2,1.65,0.96,33.3,0.26,6.15,21.19,0.39,0.19,0.39,0.34,7805,366,212,7385,57,1363,4698,86,43,86,75,68.36,35414,24210,6.63,0.01,1.76,1606,3,425
SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,27.64,3.2,2.25,34.88,0.51,5.22,25.26,0.37,0.06,0.41,0.2,24400,2823,1988,30791,447,4609,22295,329,55,358,175,68.36,138938,94976,5.13,0.12,1.81,4873,112,1721
SANTA FE_SAN MARTIN,"San Martin, Santa Fe",ALIANZA CAMBIEMOS,38.44,2.9,1.37,24.72,0.3,4.54,26.62,0.41,0.15,0.17,0.4,12972,977,462,8340,100,1532,8982,138,49,56,134,67.49,53504,36111,4.91,0,1.64,1774,1,594
SANTA FE_VERA,"Vera, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,29.88,1.47,0.97,45.68,0.37,3.29,17.23,0.53,0.17,0.17,0.25,7414,365,241,11337,91,817,4276,131,41,41,62,62.47,42928,26819,5.63,0.01,1.83,1511,2,490
SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,36.69,0.49,0.3,56.54,0.17,0.57,4.97,0.05,0.07,0.02,0.12,1485,20,12,2288,7,23,201,2,3,1,5,61.99,6599,4091,0.9,0.02,0.15,37,1,6
SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,9.51,0.27,0.16,84.91,0.31,0.37,3.87,0.17,0.09,0.09,0.24,761,22,13,6795,25,30,310,14,7,7,19,67.22,12061,8108,1.2,0,0.1,97,0,8
SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,5.14,0.21,0.58,87.03,0.18,0.25,3.63,0.11,0.05,0.02,2.81,293,12,33,4960,10,14,207,6,3,1,160,60.56,9467,5733,0.44,0,0.16,25,0,9
SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,11.88,0.46,0.63,78.86,0.27,0.93,6.17,0.17,0.2,0.12,0.32,1120,43,59,7433,25,88,582,16,19,11,30,56.41,16967,9571,1.38,0,0.14,132,0,13
SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,10.82,0.4,1.39,56.48,0.3,1.35,27.99,0.32,0.18,0.35,0.43,8494,311,1094,44346,234,1062,21982,253,140,271,336,71.26,113678,81009,2.43,0.06,0.58,1967,51,468
SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,36.92,0.76,0.49,50.99,0.31,0.58,9.08,0.32,0.04,0.11,0.41,2053,42,27,2835,17,32,505,18,2,6,23,76.76,7418,5694,1.91,0.12,0.32,109,7,18
SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,19.25,0.48,1.88,57.09,0.29,1.6,17.89,0.36,0.19,0.72,0.26,29982,754,2924,88919,446,2490,27862,558,298,1119,404,72.85,221368,161256,2.59,0.06,0.75,4182,104,1214
SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,12.22,0.64,0.82,68.18,0.33,1.23,15.39,0.37,0.16,0.3,0.37,2486,131,166,13870,68,250,3130,75,32,61,75,72.12,28953,20881,1.91,0.01,0.65,399,3,135
SANTIAGO DEL ESTERO_COPO,"Copo, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,9.56,0.42,0.55,81,0.27,1.54,6.01,0.11,0.09,0.12,0.33,1009,44,58,8550,28,163,634,12,9,13,35,53.32,20163,10751,1.49,0.02,0.32,160,2,34
SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,4.26,0.27,0.6,87.84,0.27,0.43,5.73,0.26,0.03,0.09,0.22,249,16,35,5134,16,25,335,15,2,5,13,44.69,13200,5899,0.71,0.05,0.15,42,3,9
SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,5.08,0.46,0.62,78.41,0.3,0.37,8.99,0.28,0.09,0.23,5.17,221,20,27,3411,13,16,391,12,4,10,225,67.94,6512,4424,1.45,0,0.23,64,0,10
SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,5.51,0.5,0.47,87.89,0.36,0.28,4.31,0.18,0.09,0.11,0.3,419,38,36,6682,27,21,328,14,7,8,23,70.85,10969,7772,1.66,0.05,0.46,129,4,36
SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,10.71,0.7,0.35,80.62,0.13,0.56,6.42,0.1,0.06,0.06,0.28,730,48,24,5497,9,38,438,7,4,4,19,57.15,12153,6945,1.51,0,0.32,105,0,22
SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,15.88,0.63,0.73,68.54,0.36,1.77,11.3,0.24,0.06,0.08,0.4,1623,64,75,7005,37,181,1155,25,6,8,41,63.15,16520,10433,1.64,0,0.4,171,0,42
SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,23.16,0,0.25,72.26,0,0.25,3.56,0,0.25,0,0.25,91,0,1,284,0,1,14,0,1,0,1,34.22,1160,397,1.01,0,0,4,0,0
SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,14.18,0.56,0.79,74.06,0.24,0.47,8.9,0.22,0.16,0.1,0.33,2021,80,112,10553,34,67,1268,31,23,14,47,59.71,24380,14557,1.81,0.01,0.28,264,2,41
SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,11.4,0.57,0.31,76.27,0.12,0.38,7.85,0.17,0.05,0.13,2.75,933,47,25,6244,10,31,643,14,4,11,225,66.06,12600,8323,1.37,0,0.26,114,0,22
SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,7.39,0.31,0.26,86.42,0.16,0.28,4.45,0.2,0.08,0.11,0.34,677,28,24,7919,15,26,408,18,7,10,31,57.71,16088,9285,1.04,0.06,0.2,97,6,19
SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,15.5,0.41,0.57,70.11,0.13,0.41,11.9,0.21,0.21,0.21,0.34,598,16,22,2705,5,16,459,8,8,8,13,49.59,7917,3926,1.2,0,0.53,47,0,21
SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,8.1,0.58,1.31,77.03,0.26,0.67,10.86,0.35,0.22,0.29,0.33,2306,165,372,21928,75,190,3090,101,62,82,95,65.74,44313,29130,1.66,0.01,0.61,483,3,178
SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,33.25,1.02,0.85,47.79,0.11,1.02,15.35,0.11,0.11,0.11,0.28,942,29,24,1354,3,29,435,3,3,3,8,72.29,3963,2865,1.08,0,0.03,31,0,1
SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,11.48,0.96,0.71,72.75,0.47,0.7,11.25,0.33,0.16,0.13,1.05,2441,205,151,15474,100,149,2392,71,35,28,223,62.18,34881,21690,1.46,0.02,0.47,316,4,101
SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,14.16,0.21,0.15,79.21,0.12,0.36,5.43,0.06,0,0.03,0.27,472,7,5,2640,4,12,181,2,0,1,9,40.5,8288,3357,0.51,0,0.21,17,0,7
SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,5.48,0.3,0.41,83.59,0.33,0.56,5.09,0.24,0.15,0.44,3.41,185,10,14,2822,11,19,172,8,5,15,115,49.4,6897,3407,0.5,0,0.41,17,0,14
SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,9.09,0.62,0.49,81.14,0.49,0.49,6.68,0.19,0.12,0.06,0.62,147,10,8,1312,8,8,108,3,2,1,10,53.88,3042,1639,1.1,0.06,0.18,18,1,3
SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,6.47,0.36,0.63,86.51,0.11,0.31,4.82,0.18,0.07,0.27,0.27,289,16,28,3862,5,14,215,8,3,12,12,66.95,6756,4523,1.02,0,0.29,46,0,13
SANTIAGO DEL ESTERO_GENERAL TABOADA,"Taboada, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,14.56,0.73,0.82,74.01,0.35,0.76,7.81,0.26,0.2,0.21,0.29,3142,158,177,15976,75,165,1685,57,44,46,62,71.17,31188,22195,2.35,0.07,0.32,521,16,71
TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",ALIANZA CAMBIEMOS,67.55,2.65,1.99,9.93,0.66,1.32,14.57,0.66,0,0,0.66,102,4,3,15,1,2,22,1,0,0,1,55.52,281,156,1.92,0,1.28,3,0,2
TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",ALIANZA FRENTE PARA LA VICTORIA,18.99,1.84,2.63,51.55,0.6,2.07,20.12,1.28,0.18,0.42,0.32,9521,921,1320,25839,302,1037,10085,641,92,209,159,74.99,71431,53564,3.37,0.17,2.88,1803,91,1544
TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",ALIANZA FRENTE PARA LA VICTORIA,26.59,2.16,2.97,41.08,1.26,2.71,21.17,0.88,0.22,0.44,0.52,9898,803,1106,15290,470,1010,7879,326,83,164,195,71.75,55268,39656,3.08,0.1,2.95,1223,41,1168
TUCUMAN_JUAN BAUTISTA ALBERDI,"Alberdi, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,19.05,0.66,0.63,62.42,0.51,0.64,13.63,0.37,0.18,0.25,1.65,3400,118,113,11138,91,114,2432,66,33,45,295,77.74,23553,18311,1.69,0.07,0.79,309,13,144
TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,9.34,0.42,1.13,79.98,0.22,0.71,6.76,0.46,0.29,0.17,0.52,2256,101,273,19322,54,171,1632,112,70,42,125,77.09,32351,24941,2.63,0.03,0.48,656,7,120
TUCUMAN_CAPITAL,"Capital, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,26.55,1.53,3.05,42.68,0.47,2.13,22.03,0.45,0.23,0.5,0.37,81027,4669,9301,130281,1447,6506,67248,1383,717,1526,1126,73.95,438089,323982,3.91,0.32,1.56,12667,1029,5055
TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,21.45,0.9,0.91,61.02,0.29,1.08,12.91,0.77,0.23,0.19,0.25,10375,434,439,29511,140,522,6243,372,111,93,122,79.48,63465,50443,2.97,0.11,1.05,1499,54,528
TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,12.78,0.67,1.68,70.11,0.29,0.89,12.06,0.4,0.18,0.27,0.66,14327,753,1888,78572,322,995,13515,447,200,306,737,79.83,146162,116682,2.86,0.15,0.95,3337,175,1108
TUCUMAN_FAMAILLA,"Famailla, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,11.33,0.74,1.42,71.25,0.41,0.76,12.75,0.48,0.2,0.37,0.3,2183,142,273,13725,79,146,2456,92,39,71,58,72.69,27737,20163,3.32,0.06,1.08,670,12,217
TUCUMAN_GRANEROS,"Graneros, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,9.76,0.4,0.43,82.08,0.2,0.36,6.08,0.26,0.15,0.06,0.21,831,34,37,6992,17,31,518,22,13,5,18,79.19,11019,8726,2.05,0.02,0.31,179,2,27
TUCUMAN_LA COCHA,"La Cocha, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,14.72,0.56,0.7,71.11,0.42,0.53,9.72,0.37,0.13,0.15,1.6,1812,69,86,8754,52,65,1196,45,16,18,197,83.25,15190,12645,1.96,0.02,0.66,248,3,84
TUCUMAN_LEALES,"Leales, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,11.25,0.57,1.43,72.22,0.28,0.61,11.99,0.47,0.21,0.18,0.79,3915,197,497,25144,98,213,4176,165,72,63,275,79.4,45262,35938,2.28,0.11,0.73,821,38,264
TUCUMAN_LULES,"Lules, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,17.77,0.71,1.63,61.54,0.33,0.81,15.62,0.41,0.21,0.25,0.72,6592,265,604,22835,122,299,5796,152,79,93,267,80.34,48367,38857,3.26,0.07,1.19,1265,27,461
TUCUMAN_MONTEROS,"Monteros, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,12.15,0.6,1.13,71.46,0.28,0.77,11.68,0.25,0.18,0.18,1.33,4849,238,450,28519,110,309,4661,99,72,70,531,80.8,51001,41208,2.6,0.07,0.49,1070,27,203
TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,12.25,0.52,0.76,71.68,0.67,0.64,12.24,0.24,0.13,0.14,0.72,4586,196,286,26829,252,239,4580,88,50,53,269,83.63,45953,38432,2.01,0.05,0.55,773,18,213
TUCUMAN_SIMOCA,"Simoca, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,15.11,0.43,0.93,74.15,0.39,0.71,6.87,0.26,0.15,0.76,0.22,3121,89,193,15316,81,147,1420,54,31,158,45,78.49,26947,21150,1.96,0.05,0.33,414,11,70
TUCUMAN_TAFI DEL VALLE,"Tafi Del Valle, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,11.67,0.37,0.86,69.38,0.2,1.23,13.15,0.29,0.34,0.21,2.3,1064,34,78,6324,18,112,1199,26,31,19,210,76.05,12432,9454,2.54,0.11,0.94,240,10,89
TUCUMAN_TAFI VIEJO,"Tafi Viejo, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,17.81,1.18,2.45,55.62,0.35,1.27,19.44,0.59,0.27,0.51,0.52,13316,882,1829,41586,264,949,14536,438,201,380,392,77.68,101557,78894,3.49,0.28,1.46,2752,218,1151
TUCUMAN_TRANCAS,"Trancas, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,15.44,0.92,0.83,66.31,0.34,2.13,12.94,0.29,0.34,0.15,0.32,1652,98,89,7095,36,228,1385,31,36,16,34,80.89,13817,11177,3.1,0.04,1.13,346,5,126
